פתרון,הגדרה,אורך,מחבר,מספר
יחזקאל,"בתנ""ך הוא קיווה בתוכו שהם מצילים (6)",6,דוד זהבי,145
יחזקאל,"נביא עם אופי חזק, אלים אפילו (6)",6,אודי הרשקוביץ,234
יחזקאל,נביא חוזר ומכחיש שהוא שייך למדינה באסיה (6),6,דוד זהבי,596
יחט,עם 24 מאונך. השן שלי בעיר והם יכו (6),3,דוד זהבי,637
יחטוב,מי שסומך עלי שוב יעבוד ביער (5),5,אודי הרשקוביץ,221
יחטיא,מה יעשה שחקן שישכנע לגנוב למשל? (5),5,דוד זהבי,529
יחטיפ,מבטיח טיפול אבל יתן מכות (5),5,דוד זהבי,433
יחי,"עם 1 מאונך. לקצה הסיגריה יש תקוה, זה ממש לא אותו דבר (3, 5, 4)",3,דוד זהבי ואודי הרשקוביץ,225
יחי,אחי מחליף את אלי? כל הכבוד! (3),3,דוד זהבי,492
יחי,קריאת עידוד באמצע הדרך בין סמס לבין הגה (3),3,דוד זהבי,516
יחיד,"מצד אחד נראה שהוא לא מת, מצד שני הוא לבד (4)",4,אודי הרשקוביץ,393
יחידאי,הידד! בסוף בודאי אינו מוזכר שוב (6),6,דוד זהבי,110
יחידבמינו,"הידד! הטורף קיבל ג'וב שאין כמוהו (4, 5)",9,אודי הרשקוביץ,89
יחידהבמינה,"חוף צמח לא ימות לפני אחת לא רגילה (5, 5)",10,אודי הרשקוביץ,185
יחידהבמינה,"מי? ירדנה? זו דוגמא לאחת שאין כמוה! (5, 5)",10,אודי הרשקוביץ,389
יחידהמובחרת,"חידה: חם ביותר כמו עורב (5, 6)",11,דוד זהבי,255
יחידהמובחרת,"הידד! חרדה, מות ועורב למשל (5, 6)",11,דוד זהבי,371
יחידהמובחרת,"את הזקן שמכיל מספיק שתשטפי בחזרה מהצבא (5, 6)",11,אודי הרשקוביץ,550
יחידות,"עם 5 מאוזן. רק שהזוג לא ימות לפני שהם נגמרו בחופש מהצבא (6, 7)",6,אודי הרשקוביץ,65
יחידי,רק הוא הבטיח ידיעות (5),5,דוד זהבי ואודי הרשקוביץ,525
יחידיסגולה,"הידד! יש לה הרבה שטפי דם והם בולטים (5, 5)",10,דוד זהבי,529
יחידתחילוצ,"יש שם חיילים שעוזרים וחצי חיל דתי (5, 5)",10,אודי הרשקוביץ,91
יחלפו,"הם לא ישארו, הוא קורה בעיר (5)",5,דוד זהבי,147
יחלצני,"יוציא אותי מסכנה? להיפך, יוציא אותו מסכנה ולא ימות (6)",6,דוד זהבי,8
יחמלו,כבר לא יסבול מקור כי רחמיהם יתעוררו (5),5,דוד זהבי,257
יחנוכ,"כשיתחיל, יבטיח נוכחות גבוהה (5)",5,דוד זהבי,346
יחניפולו,"אם לא נצליח- ניפול, והם ינסו לזכות באהדתו (6, 2)",8,דוד זהבי,400
יחס,זיקה מכיוון אחר היא לכלוך (3),3,דוד זהבי ואודי הרשקוביץ,175
יחס,אישי חם והפוך (3),3,דוד זהבי,563
יחס,"עם 20 מאונך. כשזה עולה זה יורד, איזה סחי! (3, 4)",3,אודי הרשקוביץ,566
יחסהוגנ,"ריחם על דוקטור וישמור מבחוץ על אמינות (3, 4)",7,דוד זהבי,592
יחסהזהב,"עשר ירקות שקולים לשתיים זה מושג מתמטי (3, 4)",7,אודי הרשקוביץ,109
יחסות,תורה שמי שמצליח סותר אותה (5),5,דוד זהבי,496
יחסי,זה מבטיח סיכוי אבל לא מוחלט (4),4,דוד זהבי,502
יחסי,כוחות אנוש (4),4,אודי הרשקוביץ,570
יחסיימ,"אחרי שהתפלל עמידה, משווים אותם לאחרים (6)",6,דוד זהבי,342
יחסנו,זה האופן בו ננהג עם אלו שימנעו מאיתנו את המגיפה (5),5,אודי הרשקוביץ,358
יחסנות,יתחסנו מפני התרברבות במוצאם (6),6,דוד זהבי,190
יחספוגע,"זיקה מדוייקת – זה לא נעים (3, 4)",7,דוד זהבי,8
יחפ,"עם 3 מאונך. יכסו שועל שאין לו כלום (3, 5)",3,דוד זהבי,629
יחפנות,הפקרות שכוללת ששה כובעים שלי (6),6,דוד זהבי,406
יחפנימ,יבין שיש בפנים שמונה פוחזים (8),6,דוד זהבי,602
יחצ,המשרד בסדר (3),3,אודי הרשקוביץ,40
יחצ,"אחד מהסימנים מחזיר את נוי, למשל (3)",3,דוד זהבי,447
יחצ,חצי זה גם בסדר (3),3,אודי הרשקוביץ,528
יחצ,מה עושה משרד פרסום בליל הסדר? (3),3,דוד זהבי,598
יחצ,סימן שמבלבל חצי (3),3,דוד זהבי,633
יחצוגבולות,"יגזימו מאוד וכתוצאה אולי גבו (4, 6)",10,דוד זהבי,6
יחרוג,"שלא כהרגלו, יחזור וידווח שיש אל (5)",5,דוד זהבי,20
יחתלו,יחליפו כי הוציאו להורג את המת (5),5,דוד זהבי,8
יטאטא,ינקה שוב בלי לחץ את העשרה (5),5,דוד זהבי,212
יטו,"עם 8 מאוזן. יגלו הבנה וישפיעו על אהרון (מ) (3, 4)",3,דוד זהבי,22
יטו,הם לא ימשיכו ישר לפני שכם (3),3,אודי הרשקוביץ,30
יטו,לא ישאירו את הביטוח במקום (3),3,דוד זהבי ואודי הרשקוביץ,75
יטו,"עם 2 מאונך. אתה מצייר בו בשחור, למשל, והם יעזרו (3, 3)",3,דוד זהבי,82
יטו,באיזה שיטות הם יכופפו את זה? (3),3,אודי הרשקוביץ,146
יטופל,ידאגו לו הכי טוב באוניברסיטה (5),5,אודי הרשקוביץ,256
יטוש,החליטו שהוא לא ישאר (4),4,דוד זהבי,369
יטושכממ,"יעזרו כמיטב יכולתם, אבל הוא יעזוב כמו מחליף (3, 4)",7,דוד זהבי,378
יטי,יצור דמיוני שנמצא בין הבריטים (3),3,אודי הרשקוביץ,583
יטייל,יזרוק בפנים עשיריה אם ירצה לשאוף אוויר צח (5),5,דוד זהבי,269
יטיפלהנ,"ירביץ מוסר במלצריות עם תשלום החשבון (4, 3) (מחידושי)",7,אודי הרשקוביץ,485
יטיפלו,"העשרים יצליח לעמוד ויוכיח אותו (4, 2)",6,אודי הרשקוביץ,132
יטליא,איך יתקן ענבים בשביעית? (5),5,דוד זהבי,106
יטמא,ציון גבוה בשביעית אבל בכל זאת ילכלך (4),4,דוד זהבי,318
יטפל,יעניק עזרה כי צם אחר כך (4),4,דוד זהבי,265
יטריד,אמריקאי מלוכלך חוזר להפריע (5),5,אודי הרשקוביץ,77
יטריפ,ישגע בחזרתו באופן לא חוקי (5),5,אודי הרשקוביץ,128
ייגרמ,שתיתי יגרמייסטר וזה מה שיקרה (5) (מ),5,דוד זהבי,269
ייטיבדרכיו,"בין עשר לשש הצחק את המפלצת בגלל שהוא ישפר את ההתנהגות (5, 5)",10,דוד זהבי,400
יימ,ראה/ראי 8 מאוזן,3,אודי הרשקוביץ,489
יימ,ראה/י 8 מאוזן,3,אודי הרשקוביץ,577
יינ,"עם 24 מאונך. בין מטבע ומרכז התאים פעם לדגים (3, 3)",3,דוד זהבי,153
יינ,"עם 8 מאוזן. משקה ביישני (3, 3)",3,אודי הרשקוביץ,454
יינ,"עם 5 מאונך. המשקה יחפש צבע בידי (3, 8)",3,אודי הרשקוביץ,568
ייניבש,"מה אורלי יניב שותה? (3, 3)",6,אודי הרשקוביץ,232
ייניבש,"יש! קטן בפנים, אפשר לשתות אותו! (3, 3)",6,דוד זהבי,263
ייניבש,"על ידי שינוי כלי, כך נכבש המשקה (3, 3)",6,אודי הרשקוביץ,413
יינמתוק,"גם תיקונים יכולים לגרום לשיכרות (3, 4)",7,אודי הרשקוביץ,48
יינמתוק,"תיקונים שאפשר לעשות בקידוש (3, 4)",7,אודי הרשקוביץ,117
יינמתוק,"תיקונים שמתאימים גם לקינוח (3, 4)",7,אודי הרשקוביץ,534
יינמתוק,"המשקה דורש תיקונים (3, 4)",7,אודי הרשקוביץ,568
יינמתוק,"תיקונים גם לקינוח (3, 4)",7,אודי הרשקוביץ,585
ייננ,לבעל המקצוע יש מטבע מבפנים ומבחוץ (4),4,דוד זהבי,137
ייננסכ,"מרח מטבע במטבע? בסדר הפוך אסור לשתות (3, 3)",6,אודי הרשקוביץ,199
יינקינוח,"צפון אמריקאי במעגל שחוזר, שותים אותו בסוף (3, 5) (מ)",8,דוד זהבי,212
ייפוי,"זוהי יפו ילדה, זוהי יפו, כדי שיראה טוב (5) (מ)",5,דוד זהבי,247
יישומ,לא ברור מי אבא שלו במקום שהוא הולך עליו במחשב (5) (מ),5,דוד זהבי,37
יישונ,בשר או יין? מה ביין? (5) (מ),5,דוד זהבי,39
יכו,ינקטו יד קשה בדיכוי (3),3,דוד זהבי,92
יכו,יכול להיות שבהתחלה ירביצו לו (3),3,אודי הרשקוביץ,164
יכול,ראה/י 25 מאונך,4,דוד זהבי,276
יכוללהיות,"יתכן שיש בית, בית מדרש בו הם נמצאו? (4, 5)",9,אודי הרשקוביץ,44
יכוללהיות,"שוב ישבחו את הסימן בגלל שזה אפשרי (4, 5)",9,אודי הרשקוביץ,179
יכוללתת,"נראה שיש לו מנין של מוסדות תורניים (4, 3)",7,אודי הרשקוביץ,356
יכולנו,"הצלחנו, אנחנו יכולים להתפלל במנין (6)",6,אודי הרשקוביץ,634
יכולת,בהחלט אפשר לתלות עליו בכל בית (5),5,דוד זהבי,33
יכולתי,"היתה לי אפשרות שוב, יהרגו בגלל (6) (מ)",6,דוד זהבי,627
יכולתנ,הייתה לכן אפשרות להרביץ להבא (6),6,אודי הרשקוביץ,349
יכונה,שמו יהיה אריך ון הלשטאדט (5),5,דוד זהבי,39
יכונו,יהיו דרוכים וירביצו לדוקטור (5),5,דוד זהבי,259
יכותב,"הוא יקבל הודעה, שוב אני מכיל (5)",5,דוד זהבי,371
יכינו,"עם 25 מאונך. עשרה קראו צדיקים, הוא יקבל בלי לטרוח (5, 2)",5,דוד זהבי,292
יכל,"עם 26 מאונך. עשרה אישורים בכלל? להפך, הוא ניצח אותן (3 ,3)",3,דוד זהבי,49
יכל,היתה לו אפשרות לשמור על רצף (3),3,דוד זהבי,469
יכלאו,אם הוא ירביץ לרב יענישו אותו (5),5,אודי הרשקוביץ,142
יכלהאתהונו,"הנאתו יכולה לגרום לו שיתרושש (4, 2, 4)",10,דוד זהבי,100
יכלו,כלביו לא יהיו פה יותר (4),4,אודי הרשקוביץ,207
יכללהמ,"בירושלים החוק שלה ניצח אותם (3, 3)",6,אודי הרשקוביץ,628
יכלמ,זה בסדר גמור שהוא יתבייש (4),4,אודי הרשקוביץ,23
יכלמ,תהיה לו פדיחה לפי הסדר (4),4,דוד זהבי,198
יכנסלבדוד,"נפרוש סדין לכבוד מה שיעשה נשא קורונה פוטנציאלי (4, 5) (ח)",9,אודי הרשקוביץ,358
יכסחובמכות,"הם חוסכים בתוך אלו שירביצו (5, 5)",10,אודי הרשקוביץ,291
יכתירו,ירביץ לכל היין כמעט ויהיה להם מלך (6),6,דוד זהבי,173
יכתר,"ימסור וגם ימיר מסובכת, ולא יתן לאף אחד לצאת (4)",4,אודי הרשקוביץ,347
ילבינ,"ביני לבינך, הוא לא ישאר צעיר לנצח (5)",5,דוד זהבי,271
ילבנ,באמצע יש מטבע שבעזרתו אפשר יהיה להבין? להיפך! (4),4,דוד זהבי,286
ילבשוחג,"יתכוננו לארוע של גיל חשוב (5, 2)",7,דוד זהבי,380
ילג,המשורר מתנגד ליועצת (3) (עם דוד זהבי),3,אודי הרשקוביץ,632
ילד,כבר לא יום טוב (3),3,דוד זהבי,112
ילד,כבר לא מפתח כמו גדול (3),3,דוד זהבי,431
ילד,"עם 1 מאונך. נשמע שיש לו עתיד כבנו של שחקן גדול (3, 3)",3,אודי הרשקוביץ,501
ילד,"הוא קטן, אבל יש כמה אחריו (3)",3,דוד זהבי,514
ילד,"עם 1 מאונך. אלפרד התבלבל אחרי עשר? זה בגלל שהוא גדל בג'ונגל (3, 3)",3,אודי הרשקוביץ,564
ילד,כבר לא מפתח גדול (3),3,דוד זהבי,592
ילדגדול,"לא נגיד לו מה לעשות, לנוה, וחן אחרי שתים (3, 4)",7,דוד זהבי,331
ילדה,היא בת המזל המסתובב (4),4,אודי הרשקוביץ,393
ילדות,בית לשתי בנות (5),5,אודי הרשקוביץ,183
ילדותי,מפתח הבור שלי לא בוגר (6),6,דוד זהבי,186
ילדותי,ביתי מתאים לזוג? אתה לא רציני! (6),6,אודי הרשקוביץ,293
ילדותית,"בילית בבור? להפך, אי אפשר לסמוך עליה (7)",7,דוד זהבי,420
ילדזהב,"מספיק שבע? בתקווה שהוא כשרוני (3, 3)",6,אודי הרשקוביץ,499
ילדזקונימ,"דווקא הצעיר ביותר יזדקן מולי (3, 6)",9,אודי הרשקוביץ,234
ילדטובירושלימ,"טיול יורד משביל ולא עושה שום בעיה (3, 3, 7)",13,דוד זהבי,200
ילדי,לאלה שאני אחראי עליהם אין צורך ביותר ממפתח (4),4,דוד זהבי,359
ילדיטהרנ,"ינקה נורה במטבע, והם נצלו (4, 4)",8,דוד זהבי,633
ילדיכאפות,"העציב מבפנים ויחזיק חזק מבחוץ – הם לא מקובלים (4, 5) (מ)",9,דוד זהבי,212
ילדימ,קטנים שלא צריכים יותר ממפתח (5),5,דוד זהבי,604
ילדינו,אנחנו דואגים לעתידם אחרי עשר בלעז (6),6,דוד זהבי,139
ילדירחוב,"מפתח מכלאה שצריך להחזיר, כי הם לא מחונכים (4, 4)",8,דוד זהבי,559
ילדכאפות,"הוא לא מספיק חברותי כדי לאפות (3, 5) (מ)",8,דוד זהבי,243
ילדכאפות,"כדי לדכא פותחים בלהרביץ לו (3, 5) (מ)",8,דוד זהבי ואודי הרשקוביץ,275
ילדמהצד,"פרי הרומן דמה לציד (3, 4)",7,דוד זהבי,57
ילדסנדביצ,"מפתח ודלת, חול וחוף באנגליה - והוא חש לעתים מקופח (3, 6)",9,דוד זהבי,357
ילדפלא,"מפתח נייר אינו מוכשר במיוחד (3, 3)",6,דוד זהבי,2
ילדפלא,"כשרון מולד: למד מזל בחזרה (3, 3)",6,דוד זהבי,373
ילדרחוב,"לא מחונך, וחוזר בתוכו הגז שלי (3, 4)",7,דוד זהבי,66
ילדרחוב,"זה שאיננו מחונך שוב מעדיף מזל (3, 4)",7,דוד זהבי,406
ילדרחוב,"שוב מצביע למזל? הוא לא מחונך! (3, 4)",7,אודי הרשקוביץ,411
ילדשלמיאתה,"הכבש השישה עשר וברטוב שאלו, בסדר כזה או אחר (3, 2, 2, 3)",10,דוד זהבי,198
ילדשמנת,"מין דתלש מפונק (3, 4)",7,דוד זהבי,553
ילדתכמ,אתם מאמינים באוניברסיטה זו שאתם מגדלים (6),6,דוד זהבי,365
ילו,ראה/י 24 מאונך,3,דוד זהבי,604
ילודאשה,"עיר בחפץ כמו 1מאוזן (4, 3)",7,דוד זהבי,31
ילוסטונ,למד בעיר אמריקאית בארצות הברית (7),7,אודי הרשקוביץ,489
ילחצ,"כשסגרירי, לח, צפוף – הוא עלול להכנס להיסטריה (4)",4,אודי הרשקוביץ,285
ילחצו,"מפתח טיל והם יקחו את זה קשה (5) (ע""פ דוד זהבי)",5,אודי הרשקוביץ,54
ילטה,טבילה בחוף ים השחור (4),4,אודי הרשקוביץ,7
ילינ,איזה דוד יבוא בטענות? (4),4,אודי הרשקוביץ,391
ילינמור,"מהמחתרת פנה שמאלה, ופנה ימינה לגובה המחתרת (4, 3)",7,דוד זהבי,45
ילכ,הגבר הסתובב אבל לא ישאר (3),3,דוד זהבי,24
ילכ,זה לא לעזאזל (3),3,דוד זהבי,24
ילכ,מכשיר חזר ולא ישאר פה (3),3,דוד זהבי,424
ילכולאבוד,"לא ימצאו אותם שוב, שנים שהוא רוצה מכשיר (4, 5)",9,דוד זהבי,97
ילכולקראת,"יתחשבו שוב, שם פשוט ומכשיר (4, 5)",9,דוד זהבי,557
ילכלאבוד,"לא לכבודי הוא יעלם (3, 5) (ח)",8,דוד זהבי ואודי הרשקוביץ,75
ילכלוקלפ,"אלמלא היה סופר סת""ם, יהיה מאד מצליח (3, 2, 3)",8,דוד זהבי,496
ילכפייפנ,"אוניברסיטה שמתנהגת כמו מדינה? זה לא יחזיק מעמד (3, 5)",8,אודי הרשקוביץ,560
יללי,בכי גם הפוך (4),4,דוד זהבי,292
ילמדלקח,"מפתח נשא בגד ויהפוך לזהיר יותר (4, 3)",7,דוד זהבי,331
ילצינ,מנהיג מפתח מדבר (5),5,אודי הרשקוביץ,52
ילקוט,יש מה למרוח בחג ולשים דברים (5),5,אודי הרשקוביץ,160
ימ,ראה/י 25 מאונך,2,אודי הרשקוביץ,272
ימ,מי יורד בלב? (2),2,דוד זהבי,304
ימאהה,שני ציונים מקסימאליים וחמש בחברה (5),5,דוד זהבי,94
ימאובריכה,"יש בקיץ התלבטות אם יכירו בה (2, 2, 5) (מ)",9,דוד זהבי,167
ימאות,מקצוע של אלף (5),5,דוד זהבי,600
ימאות,מקצוע בית רודן (5),5,דוד זהבי,633
ימאי,יכול לטייל בין איים שונים (4),4,אודי הרשקוביץ,293
ימאי,עם מלח זה שוב טעים! (4),4,דוד זהבי,537
ימאיות,עשר אחוז שהן בשייט (6),6,אודי הרשקוביץ,593
ימאמוטו,"חצי משנים זה אחד, כך תמיד אומר מפקד הצי (7) (מ)",7,דוד זהבי,39
ימבמבמ,המון ציונים לא טובים? זה מתוק (6),6,אודי הרשקוביץ,568
ימגבהגלי,"מסוכן לשחות מאחורי הפילוסוף, ביי! (2, 3, 3)",8,אודי הרשקוביץ,417
ימגבהגלי,"גם בייגלה יכול להיות מסוכן (2, 3, 3)",8,אודי הרשקוביץ,638
ימהמות,"חמש בארבעים ושמונה שעות? זה מאוד נמוך (2, 4)",6,דוד זהבי,94
ימהמות,"קולות של חיות בית בדרום (2, 4)",6,אודי הרשקוביץ,160
ימהמות,"הם נכנסו בקול חיית בית במזרח (2, 4)",6,אודי הרשקוביץ,213
ימהמות,"קולות של חיות בית ב;דרום (2, 4)",6,אודי הרשקוביץ,370
ימהמלח,"נמוך, בחזרה היא השתוקקה לתו (2, 4)",6,דוד זהבי,267
ימהמלח,"הוא נמוך מאד והיא שוב שאפה לתו (2, 4)",6,דוד זהבי,639
ימהרו,"יאמר: ""קדימה, רוצו!"" וכך יהיה (5)",5,דוד זהבי,153
ימהרו,מה כנראה יעשו הורים שמאחרים להוציא את הילד מהגן? (5),5,אודי הרשקוביץ,193
ימהרוגע,"על הירח הם הגרועים ביותר (2, 5)",7,אודי הרשקוביץ,307
ימהשיבולימ,"את מי החזירו לעצמו בשיר הידוע? (2, 8)",10,אודי הרשקוביץ,123
ימולא,"מערב, אחרת לא ישאר בו מקום (5)",5,דוד זהבי,338
ימוספרו,רוס פרו החליף רבים שיהיה להם סדר (7),7,דוד זהבי,222
ימוספרו,"השתמשו בנשק באמצע התפילה? להיפך, כך נוכל לסדר אותם! (7)",7,אודי הרשקוביץ,345
ימותהמשיח,"אוטופיה חוזרת, הסוף שלי לא גר פה (4, 5)",9,דוד זהבי,108
ימותהעולמ,"גיל היקום בכל מחיר! (4, 5)",9,דוד זהבי,171
ימחא,"כף או יוד, מפקד חיל האוויר (4)",4,דוד זהבי,45
ימחאוכפ,"יתנו כבוד לבסיס ציוד וציוד רכיבה (5, 2)",7,דוד זהבי,582
ימחשב,חמי יוסיף תשתית טכנולוגית (5),5,דוד זהבי,324
ימחשממ,"איזה רשעים, הוא שוב קרוב שלי בדיוק (3, 3)",6,דוד זהבי,490
ימי,התום קשר מחלה (3),3,דוד זהבי,69
ימי,"(עם 8 מאוזן) יזיז את אלי בסופי שבוע (3, 4)(מ)",3,דוד זהבי,97
ימי,"לפני חופשה, קדם מחלה (3)",3,אודי הרשקוביץ,160
ימי,"עם 12 מאוזן. ים כחול משנה כלי בזמן רגיל (3, 3)",3,דוד זהבי ואודי הרשקוביץ,325
ימי,קשר גבול הזוהר (3),3,דוד זהבי ואודי הרשקוביץ,375
ימי,"עם 8 מאוזן. ים כחול שמחליף כלי רוב הזמן (3, 3)",3,דוד זהבי,431
ימי,ראה/י 8 מאוזן,3,דוד זהבי,471
ימי,"עם 6 מאונך. במקום ללכת לעבודה הוא יותר בכנרת, למשל (3, 4)",3,אודי הרשקוביץ,481
ימי,גיבוש חיי מחלה (3),3,אודי הרשקוביץ,554
ימיגיבוש,"העובדים יגיבו שהם אורגנו עבורם (3, 5)",8,דוד זהבי,331
ימיה,ראה/י 11 מאוזן,4,אודי הרשקוביץ,89
ימיהביניימ,"קלטי את התקופה שלי: מערב לפני מאות שנים (3, 7) (מ)",10,דוד זהבי,445
ימיזמר,"תקימי מיזם רציני בחולון (3, 3)",6,דוד זהבי,269
ימיחול,"מנין שבדיוק על קו החוף זה לא שבת? (3, 3)",6,אודי הרשקוביץ,221
ימיחול,"כשלא נמצאים בארץ, אבל לא בסוף השבוע (3, 3)",6,אודי הרשקוביץ,579
ימיחול,"קשור לים או לשפת הים, אבל לא בשבת (3, 3)",6,אודי הרשקוביץ,619
ימיחיינו,"שמש? חששנו שתחליף את שלי בסדרה אמריקאית (3, 5)",8,דוד זהבי ואודי הרשקוביץ,325
ימיחליה,"קיוה בצי לתקופה שלא הרגישה טוב (3, 4)",7,דוד זהבי,496
ימימ,שתי ערים או שבעה (4),4,דוד זהבי,66
ימימ,"עם 16 מאוזן. מתי לוי מולי ללא הפסקה? (4, 6)",4,דוד זהבי,202
ימימ,"אדום ושחור או שני וחמישי, למשל (4)",4,דוד זהבי,322
ימימ,שבעה טרופים טובים (4),4,אודי הרשקוביץ,381
ימימ,"שבע, זה כמה היו (4)",4,דוד זהבי,418
ימימ,עיר שבע שבע (4),4,אודי הרשקוביץ,485
ימימחלה,"בגלל הרטוב והנוזלי שוב לא הולכים לעבודה (3, 4)",7,אודי הרשקוביץ,262
ימימחלה,"יוותר בכינרת אולי, זו זכות של עובד (3, 4)",7,דוד זהבי,551
ימימטובימ,"בירור זהותו של קוד תוכנה נוזלי שחוזר בחגים (4, 5)",9,אודי הרשקוביץ,542
ימימנוראימ,"במבט לאחור, שאלת זהותו של רהיט נוזלי בתחילת השנה (4, 6)",10,אודי הרשקוביץ,164
ימימנוראימ,"אש אחת מוקפת באדום שחור וצהוב, זה זמן לחשבון נפש (4, 6)",10,אודי הרשקוביץ,179
ימימנוראימ,"הפחיד אותו אחרי תקופתו של אהוד בתחילת השנה (4, 6)",10,אודי הרשקוביץ,240
ימימנוראימ,"השקיעו כסף בפחדנים בתחילת השנה (4, 6)",10,אודי הרשקוביץ,395
ימינ,יד משה (4),4,אודי הרשקוביץ,264
ימינה,ראה/י 5 מאונך,5,אודי הרשקוביץ,303
ימינה,אנשים ינהלו בכנסת (5),5,אודי הרשקוביץ,364
ימינה,"עוד לפני כן, כסו את הרשימה (5)",5,אודי הרשקוביץ,411
ימינו,מצידו זה ממש עכשיו (5),5,אודי הרשקוביץ,17
ימינושמאל,"מי לא ינשום כשהם מתעמתים? (4, 5)",9,דוד זהבי,420
ימינמשה,"מנין חוזרים דגים ואגוזים למשל, בירושלים? (4, 3)",7,אודי הרשקוביץ,15
ימינקיצוני,"כך למשל, איזה סוג של עונה יש ביוני? (4, 6)",10,אודי הרשקוביץ,270
ימיס,יפעיל קסם אישי כדי לסלף עוד שניים (4),4,דוד זהבי,355
ימישישי,"יזוז אלי בזמן שמנקים לשבתות (3, 4)",7,אודי הרשקוביץ,621
ימישרב,"יש כאלה הרבה בקיץ, המורה לא יושאר במקומו (3, 3)",6,דוד זהבי,210
ימית,תהיה לו תגובה קיצונית לעיר לשעבר (4),4,דוד זהבי,76
ימיתסול,"משחקת בזמן שהאחרונה מקדימה דג (4, 3)",7,דוד זהבי,376
ימכחול,"הרבה מאד פעמיים, זה פסטורלי (2, 4) (מ)",6,דוד זהבי,516
ימלא,מה שהוא החרים לאחרים הוא יניח בפנים (4),4,דוד זהבי,524
יממ,"מותק, אולי תחזרי ליחידה? (3)",3,אודי הרשקוביץ,581
יממה,"תראי לו מה זה בהפוכה, כל היום וכל הלילה (4)",4,אודי הרשקוביץ,160
יממה,ירושלים שאלה מה מתקבל מ 22 מאונך ולילה? (4),4,אודי הרשקוביץ,577
ימסוער,"מעשר בין העצים יכול להיות מסוכן (2, 4)",6,דוד זהבי,45
ימסכ,"עוד לפני כן, על מה שהוא יסתיר (4)",4,אודי הרשקוביץ,362
ימעיט,יוריד המון עוף (5),5,אודי הרשקוביץ,211
ימעמוק,"אין שום דבר במס, להיפך, יש בו הרבה מים (2, 4)",6,דוד זהבי,312
ימצא,ידע איפה יש חתימה של שר לשעבר (4),4,דוד זהבי,261
ימצאוחנ,"הרבה מאד, להתראות, יופי, יאהבו אותם (5, 2)",7,דוד זהבי,251
ימצאלנכונ,"צאו למינכן, זה מה שהוא יבחר לעשות (4, 5)",9,אודי הרשקוביץ,236
ימצוצדמ,"צמד מצוי יהיה פרזיט (5, 2)",7,דוד זהבי,388
ימקא,"כן, רב אחרי ארגון נוצרי! (4)",4,דוד זהבי,257
ימקא,"לפני כן, רב בארגון נוצרי (4)",4,אודי הרשקוביץ,297
ימקא,באיזה ארגון חיים קאופמן כנראה לא היה חבר בצעירותו? (4),4,אודי הרשקוביץ,513
ימקא,לפני כן רב היה בירושלים (4),4,אודי הרשקוביץ,628
ימר,לוי חזר למשטרה (3),3,דוד זהבי,192
ימר,משחק חוזר במשטרה (3),3,אודי הרשקוביץ,574
ימרהאתפיה,"מורה, הנה כלי הקשה בצי שלא ישמע לה (4, 2, 3)",9,דוד זהבי,133
ימרחזמנ,"מרים חזן ולא יעשה כלום (4, 3)",7,דוד זהבי,537
ימריא,"יעלה, יחזור ויחפש את לוי (5)",5,דוד זהבי,78
ימתיכונ,"כמות יין שמסביבו יבשה (2, 5)",7,דוד זהבי,269
ימתיקסוד,"באיזו שעה קדוש מתחיל בבסיס ולא יגלה לכל אחד? (5, 3)",8,דוד זהבי,610
ינ,ראה/י 5 מאונך.,2,אודי הרשקוביץ,277
ינאי,ראה/י 8 מאוזן,4,אודי הרשקוביץ,336
ינגונ,צבעו של המטבע בדרום מזרח אסיה (5),5,אודי הרשקוביץ,156
ינגצה,"נהר של פודינג צהוב (3, 2) (ח)",5,אודי הרשקוביץ,579
ינהיג,האם בפינה יגלה לאנשים מה לעשות? (5),5,דוד זהבי,73
ינהיג,"תלכו ימינה, יגאל יוביל! (5)",5,דוד זהבי,261
ינואר,תחליף רבי בציר חדש (5),5,אודי הרשקוביץ,58
ינוח,יעשה הפסקה בגליל (4),4,אודי הרשקוביץ,283
ינוחגת,"בגליל יש סימן של מעגל מהסוף (4, 2)",6,דוד זהבי,55
ינונמגל,"הח""כ שב ושתה את העורך (4, 3)",7,דוד זהבי,102
ינונמגל,"הח""כ לשעבר שתה את גאולה לשעבר (4, 3)",7,אודי הרשקוביץ,497
ינוקד,כך יהיה קל יותר להבין את התינוק דני (5),5,אודי הרשקוביץ,341
ינח,עם 2 מאונך. הכח שלו הוא מטבע שיעבירו לבניהם (6),3,דוד זהבי,604
ינטוש,מי שלא אוהב אותי שיסתובב ויעזוב (5),5,אודי הרשקוביץ,391
ינטל,את מה נטביל בסרט? (4),4,אודי הרשקוביץ,109
ינטש,יש בפנים טיל שיעזבו אותו (4),4,דוד זהבי,557
יניב,מתי ניבאו שיצא ממנו משהו? (4),4,דוד זהבי,473
יניבקטנ,"לשחקן העבר תהיה תפוקה שולית (4, 3)",7,דוד זהבי,141
יניחדעתו,"ירגיע אותו שהמטבע לא לבד בזמנו (4, 4)",8,אודי הרשקוביץ,450
יניחלנו,"נורא רצינו מטבע שיעזוב אותנו בשקט (4, 3)",7,אודי הרשקוביץ,293
יןממותי,"שוב נשארתי ללא אף נצחון, מה שאולי אמר אלעזר כשנמחץ תחת הפיל (3, 4)",7,אודי הרשקוביץ,347
