פתרון,הגדרה,אורך,מחבר,מספר
הודנה,אהוד נהדר בלהשיג הפסקת אש (5),5,אודי הרשקוביץ,323
עדימלה,"סופרים מ-10 ל-35 ורואים אותה? להפך! (4, 2)",6,דוד זהבי,324
מדברגלויות,"אני, לפני אלה ששולחים אותן, לא מסתיר כלום (4, 6)",10,דוד זהבי,324
לו,מה יש? אל בא והלך (2),2,דוד זהבי,324
רושמ,שלמה ארצי עושה זאת פעמיים באופן ראשוני אולי (4),4,דוד זהבי,324
פורשלגמלאות,"הוסבר שהוא שתה לסימן שלא יעבוד יותר (4, 7)",11,דוד זהבי,324
יחדור,דברתן לפני שש אז הוא יכנס (5),5,דוד זהבי,324
דומינוס,כמעט תו ברשת מזון (7),7,דוד זהבי,324
בתקפהנסיבות,"בגלל מה שקרה, קרע כאן: תני צ'אנס לרוצח (4, 7) (ח)",11,דוד זהבי,324
יעלהלולראש,"יתנשא או יתפרץ, תלוי איזה משקה (4, 2, 4)",10,דוד זהבי,324
יותרמהר,"יוציאו כסף ממקום גבוה כדי להגיע קודם (4, 3)",7,דוד זהבי,324
שבטלוי,"בלי נחלה, פרידמן לא יכול לצאת מבחוץ (3, 3)",6,דוד זהבי,324
ראשחצ,"המוביל ניקה את שלום בפנים (3, 2)",5,דוד זהבי,324
רמאי,קשה יהיה לסמוך עליו בדרך חזור (4),4,דוד זהבי,324
גב,נותן עין על רוח (2),2,דוד זהבי,324
למפרע,לא שומר בפה? הפוך! (5),5,דוד זהבי,324
דניאלפאר,"הדוגמנית בלעה קיבוץ בלי בית שהיה בטלויזיה (5, 3)",8,דוד זהבי,324
ועוד,אחרי זאת יש חיבור (4),4,דוד זהבי,324
מגדילראש,"לוקח אחריות וחוזר קרוב בקרבה נוספת (5, 3)",8,דוד זהבי,324
מבורכימ,"לא חסר להם שוב, הזהות של זה שדומה לחלקם הגדול (7)",7,דוד זהבי,324
נוריאל,מלאך שמזרז מטבע (6),6,דוד זהבי,324
גליקוליזה,"מצאי את החיידק הנ""ל כדי להפיק אנרגיה בגוף (9)",9,דוד זהבי,324
סלאלומ,דוד בלע למישהו אחר ממנו וזה לא ישר (6) (מ),6,דוד זהבי,324
הגיוני,סביר שחדש אחרי בירה (6),6,דוד זהבי,324
שועללאקטנ,"לעשיר חסר יניב ערמומי מאד (4, 2, 3)",9,דוד זהבי,324
סותרות,מחפשות מטבע ולא מתיישבות (6),6,דוד זהבי,324
טענלכתר,"הכין את הנשק כדי להקיף כי חשב שהוא צריך למשול (3, 4)",7,דוד זהבי,324
מתביישימ,לא נעים להם כי מנוח יניח בתוכי (8) (מ),8,דוד זהבי,324
אגפא,תבעת מצלמה אחרי (4),4,דוד זהבי,324
יפתחקצור,"שחקן יתחיל חתוך (4, 4)",8,דוד זהבי,324
ימחשב,חמי יוסיף תשתית טכנולוגית (5),5,דוד זהבי,324
תהילימ,"בתנ""ך את עוד תהפכי לסוף, למשל (6) (מ)",6,דוד זהבי ואודי הרשקוביץ,325
ימיחיינו,"שמש? חששנו שתחליף את שלי בסדרה אמריקאית (3, 5)",8,דוד זהבי ואודי הרשקוביץ,325
תעצומותנפש,"כח פנימי חוזר והחיה שלו עומדת למכירה (7, 3)",10,דוד זהבי ואודי הרשקוביץ,325
ירקונ,הנחל נמצא במדינה בלבד (5),5,דוד זהבי ואודי הרשקוביץ,325
קישוא,לוי עולה ירק (5),5,דוד זהבי ואודי הרשקוביץ,325
מערת,"עם 25 מאונך. תחמם קערה במדבר יהודה (4, 4)",4,דוד זהבי ואודי הרשקוביץ,325
שגיאתכתיב,"איפה שאתה גר זה החדר שלי, בא שוב כמו טעוט (5, 4)",9,דוד זהבי ואודי הרשקוביץ,325
מתוסכלימ,הטפשים כבר אינם ולא מרוצים מהמצב (8),8,דוד זהבי ואודי הרשקוביץ,325
לבוז,דשנו אותו הפוך? צריך לתת כבוד? הפוך! (4),4,דוד זהבי ואודי הרשקוביץ,325
ורנ,הקם לפני סופר (3),3,דוד זהבי ואודי הרשקוביץ,325
לורדביירונ,"המשורר אומר לפרח להתראות עם שיר (4, 6) (מ)",10,דוד זהבי ואודי הרשקוביץ,325
מפעילהכח,"כשהיא מתאמצת פעם, חכי לה (6, 2)",8,דוד זהבי ואודי הרשקוביץ,325
ברכתהצלחה,"זה האיחול: שחתה אצלה מקצה לקצה (4, 5)",9,דוד זהבי ואודי הרשקוביץ,325
צביצילקר,"ראש העיר לשעבר חוזר:אני הבעלים היחיד של שמינית בצדיקים (3, 5)",8,דוד זהבי ואודי הרשקוביץ,325
הקמח,ראה/י 2 מאונך,4,דוד זהבי ואודי הרשקוביץ,325
לגר,שפך בירה (3) (ח),3,דוד זהבי ואודי הרשקוביץ,325
רכילאי,אחראי על הצהוב שלכם בך אחרי כן (6),6,דוד זהבי ואודי הרשקוביץ,325
יתפרצ,חברתי מלמטה אבל הוא לא יחכה (5),5,דוד זהבי ואודי הרשקוביץ,325
כתמימ,רוצים להוריד אותם כמו אחד שקונה הכל (5),5,דוד זהבי ואודי הרשקוביץ,325
ממני,אני המקור שהוא יממן (4),4,דוד זהבי ואודי הרשקוביץ,325
תוכניות,מה שקורה באמצע השכונה בטלוויזיה וברדיו (7),7,דוד זהבי ואודי הרשקוביץ,325
שלמהקרעי,"חבר כנסת חדש? מדוע הוא חתך בתוך המתנה? (4, 4)",8,דוד זהבי ואודי הרשקוביץ,325
שדהקוצימ,"מוקשי הצד מקלים על האש להתפשט (3, 5)",8,דוד זהבי ואודי הרשקוביץ,325
חול,ראה/י 30 מאוזן,3,דוד זהבי ואודי הרשקוביץ,325
אותלו,מחזה עם סימן (5),5,דוד זהבי ואודי הרשקוביץ,325
באופנדמיוני,"נוזל חדש בגלגל אבל לא באמת (5, 6)",11,דוד זהבי ואודי הרשקוביץ,325
יומ,ועוד רודף אחרי לפני ואחרי (3),3,דוד זהבי ואודי הרשקוביץ,325
תנלזמנללכת,"לפי השיר הוא שוב הכניס אותן ואת המזל שלהן בין האחרונות (2, 4, 4)",10,דוד זהבי ואודי הרשקוביץ,325
לדובב,לחשוף סוד לעיר כפולה (5),5,דוד זהבי ואודי הרשקוביץ,325
ביצוע,יועץ בעשיה (5) (מ),5,דוד זהבי ואודי הרשקוביץ,325
דברשלמהבככ,"משלי, למשל במפלגה לא משהו מיוחד (3, 2, 2, 3)",10,דוד זהבי ואודי הרשקוביץ,325
רדי,"דברי, אבל לא גבוהה גבוהה (3)",3,דוד זהבי ואודי הרשקוביץ,325
צלהרימכהרימ,"זה רק נראה מפחיד שצריך להעלות אותך באמצע היום (2, 4, 5)",11,דוד זהבי ואודי הרשקוביץ,325
תחמיצ,לא תתפוס מזון לבעלי חיים (5),5,דוד זהבי ואודי הרשקוביץ,325
ימי,"עם 12 מאוזן. ים כחול משנה כלי בזמן רגיל (3, 3)",3,דוד זהבי ואודי הרשקוביץ,325
חסרימעופ,"איזה משעממים, אין להם תרנגול למשל! (4, 4)",8,דוד זהבי ואודי הרשקוביץ,325
מפרצחיפה,"אירוע אלים בין קצין לחתיכה בצפון הארץ (4, 4)",8,דוד זהבי ואודי הרשקוביץ,325
יורמכהנ,"הראש לשעבר הוא מנהל בהווה? (4, 3)",7,דוד זהבי ואודי הרשקוביץ,325
בוסטונ,נכשל בבגדו בעיר (6),6,אודי הרשקוביץ,326
בחינתבגרות,"בן גוריון נמצא בבחירות בתיכון (5, 5)",10,אודי הרשקוביץ,326
לס,ראה/י 25 מאונך.,2,אודי הרשקוביץ,326
אנהג,אני אקח את הרכב בסוד אחר כך (4),4,אודי הרשקוביץ,326
בחסותהחשיכה,"זה שממהר ירביץ לירקות כשלא רואים (5, 6) (מ)",11,אודי הרשקוביץ,326
שמאלי,בשבילי פן לא מימין (5),5,אודי הרשקוביץ,326
הכלבשקל,"באיזו חנות בעל החיים התלבט? (3, 4)",7,אודי הרשקוביץ,326
לאלעולמחוסנ,"הסירוב לתינוק שקיבל זריקות יפסיק מתישהו (2, 5, 4) (מ)",11,אודי הרשקוביץ,326
חורצגורלות,"קובע לגבי כלבלב שמתרוצץ בין הדיונות (4, 6)",10,אודי הרשקוביץ,326
רוטונדה,הטורנדו בדרך כלל בצורת גליל (7),7,אודי הרשקוביץ,326
אבירימ,יראים מבעלי תואר (6),6,אודי הרשקוביץ,326
ליהיא,מה שטוען לפיד לגביה (5),5,אודי הרשקוביץ,326
נמהר,"לא ער, לא נמוך, לא שקול (4)",4,אודי הרשקוביץ,326
לפ,עם 5 מאונך.  מה שפקד המתמטיקאי על אלו שעובדים בדרך (4),2,אודי הרשקוביץ,326
לבלוב,הפריחה שוב גרמה לו לטעות (5),5,אודי הרשקוביץ,326
המשכיבוא,"זה לא אני שכיביתי את הראשונה, וזו רק ההתחלה (4, 4)",8,אודי הרשקוביץ,326
נוסח,לפי איזו גירסה הדוקטור מדבר (4),4,אודי הרשקוביץ,326
ללאהפסקה,"כל הזמן היא החליטה לשבת, למשל (3, 5)",8,אודי הרשקוביץ,326
גלסנוסט,"הירש הרופא בשירותים? טוב, זה היה בברית המועצות (7)",7,אודי הרשקוביץ,326
שכיחות,כל כמה זמן כוחי תש? (6),6,אודי הרשקוביץ,326
הרצלאביטנ,"רוצח השליח אינו דוד הח""כ (4, 5)",9,אודי הרשקוביץ,326
לאתרצח,"צריך למצוא משהו נקי בין העשרה (2, 4)",6,אודי הרשקוביץ,326
וטרינר,באיזה בור חדש נפל הרופא? (6),6,אודי הרשקוביץ,326
אבנגבירול,"בשעת צער נחזק אותו, את המשורר (3, 6)",9,אודי הרשקוביץ,326
מסתלבט,לא עושה כלום כשאין כלום בזה שלא מצליח להחליט (6),6,אודי הרשקוביץ,326
יזהרכהנ,"שר על קפריזה רכה נחמדה (4, 3)",7,אודי הרשקוביץ,326
מהונלהונ,"בינתיים מחליפים כסף (4, 4)",8,אודי הרשקוביץ,326
ולטה,בירה קטנה טבולה (4),4,אודי הרשקוביץ,326
רונימאנה,"מני אהרון היה או עדיין מתעסק בנדל""ן (4, 4) (מ)",8,אודי הרשקוביץ,326
משתתפ,"הוא לא נשאר בצד, הוא זז מתחת לפה (5)",5,אודי הרשקוביץ,326
בוקיצה,עץ כולל העונה שלה (6),6,דוד זהבי,327
קוראמחשבות,"מוחק תו בראש ויודע מה יש בו (4, 6)",10,דוד זהבי,327
בר,ראה/י 25 מאונך,2,דוד זהבי,327
הורמ,"לא השאירו אותו למטה, הדוקטור למעלה (4)",4,דוד זהבי,327
הופכימכלאבנ,"""עושים מה שאפשר"", נבא לך (6, 2, 3)",11,דוד זהבי,327
ריצופ,השפריצו פה בחדר (5),5,דוד זהבי,327
נחלעמוד,"אין צורך בכסא בגליל (3, 4)",7,דוד זהבי,327
ספקקלשבקלימ,"פתח לחברה לתועלת הציבור עזב למערב – לא בטוח (3, 2, 6)",11,דוד זהבי,327
חישובמסלול,"התשלום על צחוק קולני כבר לא מת – זו ההחלטה (5, 5) (מ)",10,דוד זהבי,327
נאוליתי,"רביץ בלע, לא בטוח, מתקופת האבן החדשה (7)",7,דוד זהבי,327
מומחימ,ראה/י 24 מאוזן,6,דוד זהבי,327
הידרו,לא חפפו במים (5),5,דוד זהבי,327
יסתר,"אין שום דבר בין האחרים, יהרסו אותו (4)",4,דוד זהבי,327
עו,עם 5 מאונך. לא נשאר בבטן (4),2,דוד זהבי,327
בקרוב,עוד לא הרבה זמן בערך (5),5,דוד זהבי,327
נערמקהלה,"הציבור שלה הצטבר ושר אבל לא לבד (3, 5)",8,דוד זהבי,327
ותרו,"לא רצו מותרות, רק מה שבאמצע (4)",4,דוד זהבי,327
למצואפשר,"לערוץ טלויזיה יתכן לגלות משמעות (5, 3)(מ)",8,דוד זהבי,327
מסראישי,"תשלום של נחמן כדי לבדוק איך הוא נראה בהודעה פרטית (3, 4)",7,דוד זהבי,327
משפחתי,עסק קשר בית (6),6,דוד זהבי,327
מצוקתחניה,"בתל אביב יש שוב שלום, החוד שלהם נגע ברצפה (5, 4)",9,דוד זהבי,327
דרושלכ,"אתה צריך רופא ועוף (4, 2)",6,דוד זהבי,327
ליברמנ,גוליבר מנסה לקבוע מי יהיה בשלטון (6),6,דוד זהבי,327
משאביאנוש,"זה שמחכה לאסד כולל מטען או תחום מקצועי (5, 4)",9,דוד זהבי,327
בכתהלו,"הוא שמע אותה מתלוננת בקבוצת הצדיקים (4, 2)",6,דוד זהבי,327
משהסיני,"באמצע הכדורגלן קבל תורה (3, 4)",7,דוד זהבי,327
סגלאקדמי,"תני לעיתונאי ראשון תפקיד יותר טוב, הם מרצים (3, 5)",8,דוד זהבי,327
ועדת,"עם 18 מאונך. עם תום מיוחד היא אמורה להחליט נכון (4, 6)",4,דוד זהבי,327
רומנרוסי,"גובה מאיר וזמרת בספר (4, 4)",8,דוד זהבי,327
מלמלו,לא היה ברור מהם אם הוא או הם חתכו (5),5,דוד זהבי,327
התנהגה,כך היו נימוסיה לפי מה שחשב הטורף (6),6,אודי הרשקוביץ,328
תולעתספרימ,"אוהב לקרוא הפוך את מחיר הגזוזטרה (5, 5)",10,אודי הרשקוביץ,328
חס,עם 25 מאונך. אינה בחרה כלום (4),2,אודי הרשקוביץ,328
צלמת,הרצל מתחיל עם אשת מקצוע (4),4,אודי הרשקוביץ,328
בפנימחתומות,"לא מסגיר רגשות למרות שתוכו מלא פחד וחידלון (5, 6)",11,אודי הרשקוביץ,328
יסבלו,הוא ישב בנחת בזמן שלהם יהיה רע (5),5,אודי הרשקוביץ,328
סיגליות,"פרחים ליוסי, גלי ותמר (7)",7,אודי הרשקוביץ,328
אנהומלכסיאמ,"אשמיע קול למושבי בתנאי שזהו ספר (3, 4, 4)",11,אודי הרשקוביץ,328
בינשתיערימ,"יתארגן, למשל, זה שם של ספר (3, 3, 4) (עם דוד זהבי)",10,אודי הרשקוביץ,328
הסתכסכה,בשקט תסתיר ככה רבה (7),7,אודי הרשקוביץ,328
גבהלבנ,"משוויצות שהוא אסף את מה שחייבים לילד (3, 3)",6,אודי הרשקוביץ,328
תחתונ,בגד עולם (5),5,אודי הרשקוביץ,328
נזלת,באף של זה שנפטר בשדה התעופה (4),4,אודי הרשקוביץ,328
רה,ראה/י 5 מאונך,2,אודי הרשקוביץ,328
חתונה,באיזה אירוע שוברים צלחת ונהנים? (5),5,אודי הרשקוביץ,328
סליבוביצ,בהם נעזר פישר הצדיק לקניית משקה חריף (8),8,אודי הרשקוביץ,328
לאסו,החבל אינו מטבע קטן (4) (מ),4,אודי הרשקוביץ,328
גרביונימ,בגד חדש במשקל (8),8,אודי הרשקוביץ,328
תאבעירה,"רוצה ישוב קטן במנוע (2, 5)",7,אודי הרשקוביץ,328
ישובימ,יישום למקומות מגורים (6),6,אודי הרשקוביץ,328
חזרהלסורה,"היא שוב לא מתנהגת יפה? הרוס לה! (4, 5)",9,אודי הרשקוביץ,328
תואנות,מה שהן דורשות נשמע כמו סתם תירוצים (6),6,אודי הרשקוביץ,328
מטרונה,שמחתה לאחר הנצחון של גברת מכובדת (6),6,אודי הרשקוביץ,328
גבעתשמואל,"בזמן שהניח ברצון במרכז (4, 5)",9,אודי הרשקוביץ,328
כומתות,שוב יש סימן שמסייעים לו בצבא (6),6,אודי הרשקוביץ,328
השתעלתנ,הטורף מתחת לתחת? נשמע שאתן לא הרגשתן טוב (7),7,אודי הרשקוביץ,328
זפירנתוס,פרח זית נספור (8),8,אודי הרשקוביץ,328
ירגל,יש אוניברסיטה בעיר? להיפך הוא ידווח בחשאי (4),4,אודי הרשקוביץ,328
תלמימנשה,"גז קטפה מסביב למושב (4, 4)",8,אודי הרשקוביץ,328
נורמה,זה מה שכולם עושים בבית גבוה (5),5,אודי הרשקוביץ,328
מחלתלב,"עלולה להרוג שוב – שלא תקח חלק בקרב (4, 2)",6,דוד זהבי,329
אפססובלנות,"מדיניות קשוחה, גם שירותים ועבודה במרחץ (3, 7)",10,דוד זהבי,329
לו,ראה/י 16 מאוזן,2,דוד זהבי,329
רגיל,שדכם אחרי שאין משהו מיוחד (4),4,דוד זהבי,329
הולכעלביצימ,"זהיר ומגרש דוקטור שהשפיל את סוף האמיצים (4, 2, 5)",11,דוד זהבי,329
יסודי,"לא צריך יותר מחברת תקשורת, זה למתחילים (5)",5,דוד זהבי,329
כליאברק,"אל תסיימי יותר מהורה שאמור להגן מפגיעה (4, 3)",7,דוד זהבי,329
המתנתיעדבוש,"הרוג כל מי שבין רביץ לנשיא, כי ייבשו אותי (6, 2, 3)י",11,דוד זהבי,329
יביאמזל,"הציפיה מקמע: יקרב אותם אחרי שיהרוג אותם (4, 3)",7,דוד זהבי,329
כאבבטנ,"בט כאן גורם להרגשה לא טובה (3, 3)",6,דוד זהבי,329
נדלוק,הפילוסוף לא נשאר במקום אבל לא ניתן לו להתרחק (5),5,דוד זהבי,329
נשמח,אין שם חור וזה יהיה לשביעות רצוננו (4),4,דוד זהבי,329
עה,מת בסוף השעה (2),2,דוד זהבי,329
כבישמהיר,"גדול! בו קיים דבר שמאפשר מעבר יעיל ממקום למקום (4, 4)נ",8,דוד זהבי,329
גדופ,"נספו לפני (ואחרי) אחת עשרה, וזה לא מנומס (4)",4,דוד זהבי,329
יהודהלוי,"יופי, שלום, עשר בהתחלה וגם בסוף וזה כוכב (5, 3)",8,דוד זהבי,329
להיספות,טענה שיהודה איננו גבר כדי לא לשרוד (7) (מ),7,דוד זהבי,329
בניסלע,"הוא בכלא בעיר צרפתית פה (3, 3)",6,דוד זהבי,329
להכתיבקצב,"לגרום לרישום הנשיא ולקבוע מה יקרה מתי (6, 3)",9,דוד זהבי,329
קוצבלב,"לפי השיר, ננעץ כשרוצים לקטוף פרח ויכול להציל חיים (4, 2)",6,דוד זהבי,329
תכניסי,"עם 5 מאונך. הוא יראה אצלך מה זה, תקראי למגדל (6, 2)",6,דוד זהבי,329
כיבויצופי,"כשהמדורה מסתיימת לפעמים, בגלל שהעשירי יעלה בתוכו (5, 4)",9,דוד זהבי,329
עלתנאי,"הכהן הגדול בלע חכם, אבל לא בטוח שיהיה עונש (2, 4)",6,דוד זהבי,329
באפסזמנ,"אזמן פס מהר מאד (4, 3)",7,דוד זהבי,329
שוברגלימ,"מיל גר ליד הים (4, 4)",8,דוד זהבי,329
בעדמ,עמד בשבילם (4),4,דוד זהבי,329
חושבבקול,"רסיס באמצע מקום בחוץ לארץ לא שומר על חשאיות (4, 4)",8,דוד זהבי,329
נחרבה,מה שעשה בשנתו גרם לה נזק גדול (5),5,דוד זהבי,329
יצא,גבר בשאלה (3),3,דוד זהבי,33
מכשול,,5,דוד זהבי,33
תערובת,סלט מקיף את הישוב במוסד חינוכי (6),6,דוד זהבי,33
מיתהמשונה,,9,דוד זהבי,33
נסיכתהאופל,"תבדקי בתחילת בית הספר ממתק –סרט אימה (5, 5) (עם אודי ה.)",10,דוד זהבי,33
מקס,"עם 28 מאוזן. שובבים כמה שיותר – וקצפת (3, 6)",3,דוד זהבי,33
שיקולמוסרי,"וייצמן בלע עט כדי למנוע עוול (5, 5)",10,דוד זהבי,33
רשימתקניות,"לקחת לסופר אולי שחור שעומד בדרישות בהסכמה (5, 5)",10,דוד זהבי,33
אנשישלומנו,"איפה האבן? אילו ספרו אלו שבעדנו... (4, 6)",10,דוד זהבי,33
תדייק,"בסוף אני לא צריך יותר ממאה, אל תגיד סתם (5)",5,דוד זהבי,33
שני,צבע בית ביום (3),3,דוד זהבי,33
יגו,ביגוד בוגדני (3),3,דוד זהבי,33
תרמילימ,"אחרי הירי, נשאר מגמגם (7)",7,דוד זהבי,33
שמרנימ,צד פוליטי בו שר באלה שלמעלה (6),6,דוד זהבי,33
ראשבראש,"איבר רקורסיבי גורם לעימות (3, 4)",7,דוד זהבי,33
רסמי,"אפשר ללמוד משמעון, זה מוסמך! (4)",4,דוד זהבי,33
כתהוו,"התפלאו, בכו ובביה""ס (3, 2)",5,דוד זהבי,33
לאובק,"מנהיג יהודי גרמני מתנגד לשרה (3, 2) (ח)",5,דוד זהבי,33
מכנהמשותפ,"מאפשר לחסר או לנהל שיחה (4, 5)",9,דוד זהבי,33
וישפול,"עם 23 מאוזן. ישקיפו לנגינתו? קצת אופטימי מדי (6, 7) (ל)",6,דוד זהבי,33
קאדוגנ,"אשתמש בחכה בבית, אמר האביר (6) (מ) קל אבל",6,דוד זהבי,33
האוטושלנו,"לפי השיר, בשבילנו חצי לורד הוא לורד (5, 4)",9,דוד זהבי,33
יכולת,בהחלט אפשר לתלות עליו בכל בית (5),5,דוד זהבי,33
רפרשו,"רבי, הם עזבו כדי לקבל דף מעודכן! (5)",5,דוד זהבי,33
מרשי,הלקוח שלי טעם מאמצע הסשימי  (4),4,דוד זהבי,33
תינקינג,ראה 16 מאוזן.,7,דוד זהבי,33
ומוריצ,ראה 2 מאונך,6,דוד זהבי,33
רוביקונ,"היו""ר לשעבר שופט – אין ממנו חזרה! (7)",7,דוד זהבי,33
הונאות,הדוקטור הסכים לשתף פעולה עם מעשים לא כשרים (6),6,אודי הרשקוביץ,330
אחותרחמניה,"קודם כל הוא שוחה לפני הפרח בבית החולים (4, 6) (מ)",10,אודי הרשקוביץ,330
דו,עם 25 מאונך. ברבר כי זה תפקידו (4),2,אודי הרשקוביץ,330
מגלב,כלי שמכה כלי שני (4),4,אודי הרשקוביץ,330
נוריותאזהרה,"מתריעות שההיא מצפה וזהבי בחזרה (6, 5)",11,אודי הרשקוביץ,330
רפרפו,היא קעקעה ממש לפני שהם עברו בזריזות (5),5,אודי הרשקוביץ,330
קלישאות,הוא לא יתקשה להתחתן? זה סתם דיבורים (7),7,אודי הרשקוביץ,330
הרובעהארמני,"שוב המטבע מציג בשבילה בירושלים (5, 6)",11,אודי הרשקוביץ,330
קריאתהתורה,"שוב המגלה העיר לפת, למשל, בבית הכנסת (5, 5)",10,אודי הרשקוביץ,330
להתרבות,נפרד מהרבה נשים בשביל להביא עוד ילדים (7),7,אודי הרשקוביץ,330
רמידרג,"מי חי בעיר? לא ממעמד הפועלים (3, 3)",6,אודי הרשקוביץ,330
רענונ,השיבו בשר כדי ששוב יהיה טרי (5),5,אודי הרשקוביץ,330
נרדמ,הבושם שלהם לא מחזיק ראש (4),4,אודי הרשקוביץ,330
בר,ראה/י 5 מאונך,2,אודי הרשקוביץ,330
דאייה,בודאי יהיה באויר (5) (מ),5,אודי הרשקוביץ,330
קורקבנימ,אוטובוס רק לגברים שטוחנים מזון (8),8,אודי הרשקוביץ,330
גלוח,לא מצאו תשעה בלי שערות (4),4,אודי הרשקוביץ,330
יורמארבל,"בטלוויזיה הוא מנהל מהר (4, 4)",8,אודי הרשקוביץ,330
בהלתשוא,"סתם נלחצתי זו לא תשובה (4, 3)",7,אודי הרשקוביץ,330
אבוקדו,אפשר לאכול את מה שהיה לפני כן בגזרה ז' (6),6,אודי הרשקוביץ,330
תיקונחצות,"אחרי שאין הכרעה, הקבוצה עושה הפסקה באמצע הלילה (5, 4) (מ)",9,אודי הרשקוביץ,330
תרשיחא,מתן ברח בעיר או חצי עיר? (6),6,אודי הרשקוביץ,330
עתניאל,"הוא עוד ישוב נטע, תני אליפות (6)",6,אודי הרשקוביץ,330
רכבתמהירה,"כאמצעי תחבורה יעיל שוב תעדיף את ההרים שלהם (4, 5)",9,אודי הרשקוביץ,330
אמהרית,הנה זו באמת שפה (6),6,אודי הרשקוביץ,330
יאותלהנ,"יסכים לבקשתן להיות אן (4, 3)",7,אודי הרשקוביץ,330
רחמנינוב,מאיזה מקום ברחוב הגיע המלחין? (8),8,אודי הרשקוביץ,330
רביד,ירד על התכשיט (4),4,אודי הרשקוביץ,330
מתיישנות,בלילה  זו כנראה התשובה והסיבה שהן לא נעשות צעירות (8) (מ),8,אודי הרשקוביץ,330
גבההר,"באיזה אזור הוא נוהג בה הרבה? (2, 3)",5,אודי הרשקוביץ,330
לאחשוב,"ממליצים ללפיד לחדש ברית פוליטית, אך זה חסר משמעות (2, 4)",6,דוד זהבי,331
באופנחגיגי,"איך מודיעים כדי להרשים? גלגל מסתובב בתוך ראפר (5, 5)",10,דוד זהבי,331
מת,עליו לחיות חצי זמן (2),2,דוד זהבי,331
נסממ,"דוד ישן בפנים? להפך, נגרום לאיבוד שליטה (4)",4,דוד זהבי,331
שוקטעלשמריו,"שתול הלם בשביל בירה, הוא לא עושה כלום (4, 2, 5)",11,דוד זהבי,331
מתכונ,הוראות הפעלה שוב יגרמו שלא נהיה נקיים (5),5,דוד זהבי,331
ילמדלקח,"מפתח נשא בגד ויהפוך לזהיר יותר (4, 3)",7,דוד זהבי,331
חצוצרהבואדי,"לפי הספר, חלקו את הבעיה והתקרב מספיק (6, 5) (מ)",11,דוד זהבי,331
כתתאתרגליו,"קבוצה תמצא את ההפרעות שלו, הוא הטריח את עצמו (3, 2, 5)",10,דוד זהבי,331
תופסראש,"מתפנן שוב קרוב והן בסלון (4, 3)",7,דוד זהבי,331
אסימוב,לא נשאר להם כלום בחדש סופר (6),6,דוד זהבי,331
הקוטב,ראה/י 25 מאונך,5,דוד זהבי,331
לדני,"הולך מהר מאד, נועל אחרי שתים (4)",4,דוד זהבי,331
דב,"עם 20 מאונך. בצפון הרחוק הדבק טוב (2, 5) (מ)",2,דוד זהבי,331
מבלבל,קשה לעקוב אחרי הדרך שעושים כשמוסיפים למד לשניה (5),5,דוד זהבי,331
יומראשונ,"לפני הזמן במדינה גורם הרבה פעמים למצב רוח רע (3, 5)",8,דוד זהבי,331
סבתא,אין שום דבר בעיר הזקנה (4),4,דוד זהבי,331
משכימקומ,"קחי אליך שטח כי הוא לא ישן הרבה (5, 3)",8,דוד זהבי,331
מחלפשרש,"ותר והביא שלום אשר קרוב לירושלים (4, 3) (ח)",7,דוד זהבי,331
לאנכנע,"עקשן, פה בפנים הנסיכה באמת (2, 4)",6,דוד זהבי,331
ליאורחורב,"יחצ""ן טוען שיש לו דרך ופוסק (5, 4)",9,דוד זהבי,331
חומתאש,"אתם חזרתם בטעם, למשל, בשביל הגנה (4, 2)",6,דוד זהבי,331
רצינות,"השאיפה שלנו היתה, בסוף, לא לצחוק (6)",6,דוד זהבי,331
אישתברואה,"קודם שאריות הענבים נוצרו, והוא צריך לפנות את הזבל (3, 6)",9,דוד זהבי,331
בליהרפ,"לפי הר כל הזמן (3, 3)",6,דוד זהבי,331
ילדגדול,"לא נגיד לו מה לעשות, לנוה, וחן אחרי שתים (3, 4)",7,דוד זהבי,331
דוארחוזר,"זוג הכניסו לביתם מישהו לא מוכר אם אין בול למשל (4, 4) (מ)",8,דוד זהבי,331
ידינ,מה שהמטבע מושיט ליגאל (4),4,דוד זהבי,331
ימיגיבוש,"העובדים יגיבו שהם אורגנו עבורם (3, 5)",8,דוד זהבי,331
בקרוב,בבקר ובערב ועוד מעט (5),5,דוד זהבי,331
דבוזאק,"לפני הגז, חבר של המלחין (6) (מ)",6,אודי הרשקוביץ,332
יומרודפיומ,"כשהזמן רץ יחליפו את הניירות שלו מספיק (3, 4, 3)",10,אודי הרשקוביץ,332
קל,"עם 26 מאוזן. בודאי שהוא מפרק לוח ומרכיב אותו (2, 5)",2,אודי הרשקוביץ,332
כרמל,ההתנחלות בהר (4),4,אודי הרשקוביץ,332
מוטוריקהגסה,"סיסמה בלי תוכן ולא נעימה, כמו: זחילה הליכה, ריצה (8, 3)",11,אודי הרשקוביץ,332
משקופ,נותן לו לשתות פה בכניסה לבית (5),5,אודי הרשקוביץ,332
שוטרחרש,"במקור הוא עבד קשה במשטרה (4, 3)",7,אודי הרשקוביץ,332
אילופהסוררת,"המחזה לתיאור הסופר (5, 6)",11,אודי הרשקוביץ,332
דולפינריומ,אלו שזולגים ממאיר אור פעם בתל אביב (10),10,אודי הרשקוביץ,332
הונגריה,בעל מקצוע שנמצא בלב הקיום של המדינה (7),7,אודי הרשקוביץ,332
